invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,Recommendations,warehouse,region,carrier
12224,2042.14,2/3/2025,SKU110,8,Walmart,OSD,12,10.51,5,yes,yes,no,valid,,0,2042.14,,,WH2,West,CH Robinson
12224,3461.41,2/3/2025,SKU117,42,Walmart,OSD,47,29.13,2,yes,yes,no,invalid,pod does not support shortages,3461.41,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southwest,CH Robinson
12224,237.11,2/3/2025,SKU150,48,Dollar General,OSD,52,81.52,3,yes,yes,no,partially invalid,pod supports partial shortages,166.63,70.48,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Midwest,CH Robinson
12733,2773.09,2/3/2025,SKU135,7,Costco,OSD,12,31.88,0,yes,yes,no,invalid,pod does not support shortages,2773.09,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Northwest,CH Robinson
12733,4866.78,2/3/2025,SKU134,42,Walmart,OSD,46,95.62,1,yes,yes,no,partially invalid,pod supports partial shortages,3443.9,1422.88,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,South,CH Robinson
12733,1121.02,2/3/2025,SKU107,11,Amazon,OSD,13,52.38,2,yes,yes,no,partially invalid,pod supports partial shortages,961.24,159.78,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Midwest,CH Robinson
12733,549.29,2/3/2025,SKU124,40,Kroger,OSD,43,73.94,1,yes,yes,no,partially invalid,pod supports partial shortages,325.71,223.58,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,East,CH Robinson
12733,2135.63,2/3/2025,SKU110,24,Target,OSD,26,76.72,3,yes,yes,no,partially invalid,pod supports partial shortages,311.24,1824.39,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,East,CH Robinson
12784,3885.63,2/3/2025,SKU113,32,Supervalu,OSD,37,60.31,1,yes,yes,no,valid,,0,3885.63,,,WH4,Northeast,CH Robinson
12784,2360.12,2/3/2025,SKU142,36,Target,OSD,39,64.23,0,yes,yes,no,invalid,unit_of_measurement,2360.12,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,East,CH Robinson
12784,2465.73,2/3/2025,SKU138,28,BJ's,OSD,30,20.82,2,yes,yes,no,partially invalid,pod supports partial shortages,2200.8,264.93,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,East,CH Robinson
12784,1514.82,2/3/2025,SKU127,31,Dollar General,OSD,32,10.15,2,yes,yes,no,invalid,pod does not support shortages,1514.82,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Northwest,CH Robinson
12784,1183.54,2/3/2025,SKU105,9,BJ's,OSD,12,41.08,5,yes,yes,no,invalid,pod does not support shortages,1183.54,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,South,CH Robinson
12784,1632.31,2/3/2025,SKU116,6,Target,OSD,7,26.76,2,yes,yes,no,valid,,0,1632.31,,,WH1,Northeast,CH Robinson
12899,1857.01,2/3/2025,SKU145,14,Walmart,OSD,15,81.45,1,yes,yes,no,partially invalid,pod supports partial shortages,1666.24,190.77,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,West,CH Robinson
12899,1225.8,2/3/2025,SKU135,22,Meijer,OSD,27,82.28,3,yes,yes,no,partially invalid,pod supports partial shortages,847.29,378.51,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,Southwest,CH Robinson
12899,3051.2,2/3/2025,SKU127,30,BJ's,OSD,31,13.65,0,yes,yes,no,invalid,pod does not support shortages,3051.2,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Southwest,CH Robinson
13160,269.61,2/3/2025,SKU118,32,Supervalu,OSD,32,22.13,4,yes,yes,no,invalid,pod does not support shortages,269.61,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,East,CH Robinson
13160,3307.29,2/3/2025,SKU127,40,Supervalu,OSD,42,93.36,3,yes,yes,no,invalid,unit_of_measurement,3307.29,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,East,CH Robinson
13160,3128.5,2/3/2025,SKU137,15,BJ's,OSD,20,83.12,4,yes,yes,no,valid,,0,3128.5,,,WH1,West,CH Robinson
13164,757.23,2/3/2025,SKU113,32,Amazon,OSD,35,82.81,0,yes,yes,no,partially invalid,pod supports partial shortages,412.62,344.61,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southwest,CH Robinson
13164,3585.87,2/3/2025,SKU112,3,Meijer,OSD,6,17.3,4,yes,yes,no,invalid,pod does not support shortages,3585.87,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,East,CH Robinson
13164,3752.07,2/3/2025,SKU136,21,Supervalu,OSD,21,82.94,0,yes,yes,no,valid,,0,3752.07,,,WH2,Northeast,CH Robinson
13164,3665.94,2/3/2025,SKU124,33,Walmart,OSD,38,21.76,3,yes,yes,no,valid,,0,3665.94,,,WH3,Southwest,CH Robinson
13489,1077.78,2/3/2025,SKU102,49,Walmart,OSD,52,75.09,3,yes,yes,no,invalid,pod does not support shortages,1077.78,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,East,CH Robinson
13489,349.89,2/3/2025,SKU121,2,Costco,OSD,7,51.46,4,yes,yes,no,invalid,pod does not support shortages,349.89,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southwest,CH Robinson
13978,2234.41,2/3/2025,SKU105,17,Costco,OSD,22,25.13,0,yes,yes,no,valid,,0,2234.41,,,WH1,Northwest,CH Robinson
13978,4835.49,2/3/2025,SKU105,26,Amazon,OSD,29,86.55,1,yes,yes,no,invalid,pod does not support shortages,4835.49,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Northeast,CH Robinson
13978,580.85,2/3/2025,SKU118,8,Dollar General,OSD,8,56.03,5,yes,yes,no,valid,,0,580.85,,,WH2,Northwest,CH Robinson
13978,209.45,2/3/2025,SKU144,45,Walmart,OSD,45,31.8,3,yes,yes,no,invalid,pod does not support shortages,209.45,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Northwest,CH Robinson
13978,4527.58,2/3/2025,SKU107,41,Kroger,OSD,44,62.14,0,yes,yes,no,partially invalid,pod supports partial shortages,2559.99,1967.59,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Northwest,CH Robinson
13978,1540.76,2/3/2025,SKU101,14,Meijer,OSD,18,64.79,3,yes,yes,no,valid,,0,1540.76,,,WH1,Northeast,CH Robinson
14715,2161.69,2/3/2025,SKU123,36,BJ's,OSD,36,78.05,3,yes,yes,no,partially invalid,pod supports partial shortages,903.08,1258.61,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Northwest,CH Robinson
14715,4066.61,2/3/2025,SKU142,15,Supervalu,OSD,17,63.28,3,yes,yes,no,valid,,0,4066.61,,,WH4,Northwest,CH Robinson
14715,1830.84,2/3/2025,SKU125,48,Supervalu,OSD,48,95.19,3,yes,yes,no,invalid,pod does not support shortages,1830.84,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Northwest,CH Robinson
14715,4398.12,2/3/2025,SKU130,15,Costco,OSD,17,27.78,1,yes,yes,no,valid,,0,4398.12,,,WH4,East,CH Robinson
14715,2953.05,2/3/2025,SKU127,22,Target,OSD,27,24.33,2,yes,yes,no,invalid,pod does not support shortages,2953.05,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,South,CH Robinson
14715,2828.16,2/3/2025,SKU118,20,Walmart,OSD,20,59.69,4,yes,yes,no,partially invalid,pod supports partial shortages,1160.11,1668.05,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Northwest,CH Robinson
14715,764.08,2/3/2025,SKU111,41,Dollar General,OSD,41,29.9,0,yes,yes,no,valid,,0,764.08,,,WH1,Midwest,CH Robinson
14715,1396.42,2/3/2025,SKU144,30,Amazon,OSD,35,55.2,5,yes,yes,no,partially invalid,pod supports partial shortages,692.48,703.94,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Northwest,CH Robinson
14775,687.12,2/3/2025,SKU146,2,BJ's,OSD,2,74.5,0,yes,yes,no,partially invalid,pod supports partial shortages,203.14,483.98,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Southeast,CH Robinson
14775,2968.31,2/3/2025,SKU139,5,BJ's,OSD,6,36.76,4,yes,yes,no,invalid,pod does not support shortages,2968.31,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Northeast,CH Robinson
14775,4595.52,2/3/2025,SKU101,16,Dollar General,OSD,19,16.81,2,yes,yes,no,partially invalid,pod supports partial shortages,1284.94,3310.58,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Northeast,CH Robinson
14873,4261.31,2/3/2025,SKU137,50,Kroger,OSD,54,13.6,0,yes,yes,no,invalid,pod does not support shortages,4261.31,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southwest,CH Robinson
14873,2025.48,2/3/2025,SKU105,25,BJ's,OSD,28,44.11,5,yes,yes,no,invalid,pod does not support shortages,2025.48,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,West,CH Robinson
14873,1120.8,2/3/2025,SKU109,20,Dollar General,OSD,25,15.26,2,yes,yes,no,partially invalid,pod supports partial shortages,375.09,745.71,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,West,CH Robinson
14917,2238.01,2/3/2025,SKU129,21,Walmart,OSD,23,36.4,0,yes,yes,no,valid,,0,2238.01,,,WH2,Northeast,CH Robinson
14917,180.61,2/3/2025,SKU129,48,Target,OSD,50,39.76,5,yes,yes,no,invalid,pod does not support shortages,180.61,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Northeast,CH Robinson
14917,4289.92,2/3/2025,SKU146,38,Meijer,OSD,43,98.56,3,yes,yes,no,valid,,0,4289.92,,,WH1,West,CH Robinson
14917,3758.61,2/3/2025,SKU143,25,Target,OSD,27,89.72,3,yes,yes,no,invalid,pod does not support shortages,3758.61,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Northwest,CH Robinson
14920,2139.61,2/3/2025,SKU148,10,Costco,OSD,12,47.14,2,yes,yes,no,partially invalid,pod supports partial shortages,1530.05,609.56,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Northwest,CH Robinson
10204,1028.37,2/4/2025,SKU136,29,Target,OSD,32,97.78,1,yes,yes,no,invalid,pod does not support shortages,1028.37,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Southeast,CH Robinson
10204,1527.68,2/4/2025,SKU135,20,Costco,OSD,25,31.06,5,yes,yes,no,valid,,0,1527.68,,,WH4,East,CH Robinson
10204,1336.61,2/4/2025,SKU102,10,Dollar General,OSD,13,91.28,5,yes,yes,no,partially invalid,pod supports partial shortages,1151.08,185.53,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Southwest,CH Robinson
10204,1605.54,2/4/2025,SKU107,22,Costco,OSD,23,12.11,1,yes,yes,no,invalid,pod does not support shortages,1605.54,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,East,CH Robinson
10326,4605.5,2/4/2025,SKU130,17,BJ's,OSD,20,29.41,3,yes,yes,no,invalid,pod does not support shortages,4605.5,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Northeast,CH Robinson
10326,3498.96,2/4/2025,SKU147,13,Costco,OSD,18,12.86,0,yes,yes,no,valid,,0,3498.96,,,WH3,Northeast,CH Robinson
10326,2890.17,2/4/2025,SKU105,32,Kroger,OSD,33,17.36,0,yes,yes,no,valid,,0,2890.17,,,WH1,Southeast,CH Robinson
10326,1962.88,2/4/2025,SKU140,31,Amazon,OSD,33,64.99,5,yes,yes,no,valid,,0,1962.88,,,WH2,Northwest,CH Robinson
10326,1346.1,2/4/2025,SKU116,39,Supervalu,OSD,41,45.43,5,yes,yes,no,valid,,0,1346.1,,,WH1,West,CH Robinson
10485,510.05,2/4/2025,SKU149,41,Target,OSD,41,46.46,3,yes,yes,no,partially invalid,pod supports partial shortages,197.56,312.49,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Southwest,CH Robinson
10485,1424.8,2/4/2025,SKU146,47,Dollar General,OSD,51,92.63,5,yes,yes,no,invalid,pod does not support shortages,1424.8,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,West,CH Robinson
10485,3462.67,2/4/2025,SKU145,25,BJ's,OSD,26,33.53,0,yes,yes,no,invalid,pod does not support shortages,3462.67,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,South,CH Robinson
10485,753.42,2/4/2025,SKU105,30,Amazon,OSD,35,39.48,4,yes,yes,no,valid,,0,753.42,,,WH3,West,CH Robinson
10485,2271.22,2/4/2025,SKU144,41,Amazon,OSD,44,82.4,5,yes,yes,no,valid,,0,2271.22,,,WH4,Northwest,CH Robinson
10621,1869.68,2/4/2025,SKU144,39,Supervalu,OSD,42,32.85,1,yes,yes,no,partially invalid,pod supports partial shortages,529.77,1339.91,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,West,CH Robinson
10621,1198.36,2/4/2025,SKU132,20,Costco,OSD,25,47.95,5,yes,yes,no,valid,,0,1198.36,,,WH1,Southeast,CH Robinson
10621,3823.02,2/4/2025,SKU128,38,Costco,OSD,42,63.36,5,yes,yes,no,partially invalid,pod supports partial shortages,1127.88,2695.14,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Northeast,CH Robinson
10621,1627.53,2/4/2025,SKU148,37,Kroger,OSD,39,61.4,5,yes,yes,no,valid,,0,1627.53,,,WH1,Northwest,CH Robinson
10621,529.82,2/4/2025,SKU106,19,Walmart,OSD,23,27,4,yes,yes,no,valid,,0,529.82,,,WH4,Midwest,CH Robinson
10621,1168.71,2/4/2025,SKU120,12,Target,OSD,17,52.1,2,yes,yes,no,partially invalid,pod supports partial shortages,603.11,565.6,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Midwest,CH Robinson
10621,577.92,2/4/2025,SKU121,8,Walmart,OSD,12,14.85,2,yes,yes,no,partially invalid,pod supports partial shortages,260.73,317.19,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Northwest,CH Robinson
10621,1989.33,2/4/2025,SKU125,36,Target,OSD,41,32.84,4,yes,yes,no,partially invalid,pod supports partial shortages,1263.28,726.05,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Midwest,CH Robinson
10673,3798.2,2/4/2025,SKU109,26,Target,OSD,26,84.93,2,yes,yes,no,valid,,0,3798.2,,,WH2,Southwest,CH Robinson
10673,3530.23,2/4/2025,SKU132,2,Costco,OSD,7,73.52,3,yes,yes,no,valid,,0,3530.23,,,WH1,Southeast,CH Robinson
10673,2785.9,2/4/2025,SKU144,46,Kroger,OSD,48,96.47,1,yes,yes,no,invalid,pod does not support shortages,2785.9,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,East,CH Robinson
10673,3181.26,2/4/2025,SKU131,49,Supervalu,OSD,53,56.46,4,yes,yes,no,invalid,pod does not support shortages,3181.26,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Midwest,CH Robinson
10673,667.73,2/4/2025,SKU136,19,Meijer,OSD,24,60.36,4,yes,yes,no,partially invalid,pod supports partial shortages,580.8,86.93,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Midwest,CH Robinson
11219,2578.31,2/4/2025,SKU143,7,Walmart,OSD,12,85.23,4,yes,yes,no,invalid,pod does not support shortages,2578.31,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Southwest,CH Robinson
11219,749.9,2/4/2025,SKU120,6,Dollar General,OSD,6,85.1,0,yes,yes,no,partially invalid,pod supports partial shortages,583.23,166.67,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Southeast,CH Robinson
11219,2359.65,2/4/2025,SKU122,34,Supervalu,OSD,34,98.09,4,yes,yes,no,invalid,pod does not support shortages,2359.65,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Northwest,CH Robinson
11219,2406.1,2/4/2025,SKU125,31,Meijer,OSD,35,18.83,4,yes,yes,no,valid,,0,2406.1,,,WH1,East,CH Robinson
11219,3087.06,2/4/2025,SKU134,38,Meijer,OSD,39,84.74,5,yes,yes,no,valid,,0,3087.06,,,WH1,Northwest,CH Robinson
12664,214.21,2/4/2025,SKU120,27,Amazon,OSD,32,19.86,2,yes,yes,no,partially invalid,pod supports partial shortages,192.53,21.68,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,South,CH Robinson
12664,1831.86,2/4/2025,SKU122,11,Walmart,OSD,16,71.28,3,yes,yes,no,valid,,0,1831.86,,,WH2,Midwest,CH Robinson
12664,1968.26,2/4/2025,SKU142,40,Kroger,OSD,40,34.46,5,yes,yes,no,valid,,0,1968.26,,,WH1,West,CH Robinson
12664,3042.72,2/4/2025,SKU141,14,Supervalu,OSD,16,62.86,4,yes,yes,no,valid,,0,3042.72,,,WH4,Midwest,CH Robinson
12664,3973.27,2/4/2025,SKU129,35,Costco,OSD,40,59.21,5,yes,yes,no,invalid,pod does not support shortages,3973.27,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southwest,CH Robinson
